Subject	Meta-Relation	Object
NELL:movie	rdfs:subClassOf	NELL:creativework
NELL:visualartform	rdfs:subClassOf	NELL:creativework
NELL:book	rdfs:subClassOf	NELL:creativework
NELL:televisionshow	rdfs:subClassOf	NELL:creativework
NELL:musicsong	rdfs:subClassOf	NELL:creativework
NELL:musicalbum	rdfs:subClassOf	NELL:creativework
NELL:poem	rdfs:subClassOf	NELL:creativework
NELL:mlalgorithm	rdfs:subClassOf	NELL:abstractthing
NELL:sportsteamposition	rdfs:subClassOf	NELL:abstractthing
NELL:politicaloffice	rdfs:subClassOf	NELL:abstractthing
NELL:sociopolitical	rdfs:subClassOf	NELL:abstractthing
NELL:ethnicgroup	rdfs:subClassOf	NELL:abstractthing
NELL:academicfield	rdfs:subClassOf	NELL:abstractthing
NELL:language	rdfs:subClassOf	NELL:abstractthing
NELL:perceptionaction	rdfs:subClassOf	NELL:abstractthing
NELL:emotion	rdfs:subClassOf	NELL:abstractthing
NELL:hobby	rdfs:subClassOf	NELL:abstractthing
NELL:mlmetric	rdfs:subClassOf	NELL:abstractthing
NELL:perceptionevent	rdfs:subClassOf	NELL:abstractthing
NELL:mlarea	rdfs:subClassOf	NELL:abstractthing
NELL:recipe	rdfs:subClassOf	NELL:abstractthing
NELL:cognitiveactions	rdfs:subClassOf	NELL:abstractthing
NELL:game	rdfs:subClassOf	NELL:abstractthing
NELL:traditionalgame	rdfs:subClassOf	NELL:game
NELL:parlourgame	rdfs:subClassOf	NELL:traditionalgame
NELL:cardgame	rdfs:subClassOf	NELL:traditionalgame
NELL:boardgame	rdfs:subClassOf	NELL:traditionalgame
NELL:sportsgame	rdfs:subClassOf	NELL:sportsevent
NELL:sportsgame	rdfs:subClassOf	NELL:game
NELL:physicsterm	rdfs:subClassOf	NELL:abstractthing
NELL:physicalcharacteristic	rdfs:subClassOf	NELL:abstractthing
NELL:visualartmovement	rdfs:subClassOf	NELL:abstractthing
NELL:charactertrait	rdfs:subClassOf	NELL:abstractthing
NELL:llcoordinate	rdfs:subClassOf	NELL:abstractthing
NELL:gamescore	rdfs:subClassOf	NELL:abstractthing
NELL:politicsissue	rdfs:subClassOf	NELL:abstractthing
NELL:researchproject	rdfs:subClassOf	NELL:abstractthing
NELL:species	rdfs:subClassOf	NELL:abstractthing
NELL:virus	rdfs:subClassOf	NELL:species
NELL:bacteria	rdfs:subClassOf	NELL:species
NELL:archaea	rdfs:subClassOf	NELL:species
NELL:economicsector	rdfs:subClassOf	NELL:abstractthing
NELL:programminglanguage	rdfs:subClassOf	NELL:abstractthing
NELL:currency	rdfs:subClassOf	NELL:abstractthing
NELL:date	rdfs:subClassOf	NELL:abstractthing
NELL:year	rdfs:subClassOf	NELL:date
NELL:dateliteral	rdfs:subClassOf	NELL:date
NELL:dayofweek	rdfs:subClassOf	NELL:date
NELL:month	rdfs:subClassOf	NELL:date
NELL:musicgenre	rdfs:subClassOf	NELL:abstractthing
NELL:physicalaction	rdfs:subClassOf	NELL:abstractthing
NELL:celltype	rdfs:subClassOf	NELL:abstractthing
NELL:nonneginteger	rdfs:subClassOf	NELL:abstractthing
NELL:chemical	rdfs:subClassOf	NELL:abstractthing
NELL:geopoliticalentity	rdfs:subClassOf	NELL:abstractthing
NELL:event	rdfs:subClassOf	NELL:abstractthing
NELL:productlaunchevent	rdfs:subClassOf	NELL:event
NELL:sportsevent	rdfs:subClassOf	NELL:event
NELL:olympics	rdfs:subClassOf	NELL:sportsevent
NELL:race	rdfs:subClassOf	NELL:sportsevent
NELL:grandprix	rdfs:subClassOf	NELL:sportsevent
NELL:musicfestival	rdfs:subClassOf	NELL:event
NELL:crimeorcharge	rdfs:subClassOf	NELL:event
NELL:convention	rdfs:subClassOf	NELL:event
NELL:conference	rdfs:subClassOf	NELL:event
NELL:mlconference	rdfs:subClassOf	NELL:conference
NELL:meetingeventtype	rdfs:subClassOf	NELL:event
NELL:weatherphenomenon	rdfs:subClassOf	NELL:event
NELL:election	rdfs:subClassOf	NELL:event
NELL:bombingevent	rdfs:subClassOf	NELL:event
NELL:protestevent	rdfs:subClassOf	NELL:event
NELL:roadaccidentevent	rdfs:subClassOf	NELL:event
NELL:earthquakeevent	rdfs:subClassOf	NELL:event
NELL:filmfestival	rdfs:subClassOf	NELL:event
NELL:meetingeventtitle	rdfs:subClassOf	NELL:event
NELL:eventoutcome	rdfs:subClassOf	NELL:event
NELL:militaryeventtype	rdfs:subClassOf	NELL:event
NELL:militaryconflict	rdfs:subClassOf	NELL:militaryeventtype
NELL:protein	rdfs:subClassOf	NELL:abstractthing
NELL:buildingmaterial	rdfs:subClassOf	NELL:abstractthing
NELL:religion	rdfs:subClassOf	NELL:abstractthing
NELL:physiologicalcondition	rdfs:subClassOf	NELL:abstractthing
NELL:disease	rdfs:subClassOf	NELL:physiologicalcondition
NELL:nondiseasecondition	rdfs:subClassOf	NELL:physiologicalcondition
NELL:profession	rdfs:subClassOf	NELL:abstractthing
NELL:jobposition	rdfs:subClassOf	NELL:profession
NELL:everypromotedthing	rdfs:comment	every promoted category instance in KB
NELL:location	rdfs:comment	The Location type is used for any topic with a fixed location on the planet Earth. It includes geographic features such as oceans and mountains political entities like cities and man-made objects like buildings
NELL:attraction	rdfs:comment	sight or feature that you might visit as a tourist. Examples include monuments parks museums and the like. This type includes Location which means it is usually used for things which are themselves locations (like those described above
NELL:aquarium	rdfs:comment	the aquatic counterpart of a zoo housing living aquatic species for viewing
NELL:zoo	rdfs:comment	facility in which animals are confined within enclosures displayed to the public and in which they may also be bred.
NELL:park	rdfs:comment	Public local/state/national parks as well as amusement parks and other privately-run attractions.
NELL:skiarea	rdfs:comment	A place to ski
NELL:monument	rdfs:comment	An architectural structure (usually public) which is erected to commemorate a person place event or group.
NELL:port	rdfs:comment	a location on a coast or shore containing one or more harbors where ships can dock and transfer people or cargo to or from land. Port locations are selected to optimize access to land and navigable water for commercial demand and for shelter from wind and waves. Ports with deeper water are rarer but can handle larger more economical ships. Since ports throughout history handled every kind of traffic support and storage facilities vary widely may extend for miles and dominate the local economy. Some ports have an important perhaps exclusively military role.
NELL:museum	rdfs:comment	"A museum is a ""permanent institution in the service of society and of its development open to the public which acquires conserves researches communicates and exhibits the tangible and intangible heritage of humanity and its environment for the purposes of education study and enjoyment"" as defined by the International Council of Museums."
NELL:transportation	rdfs:comment	a mode of travel such as rail transport or automobile. It is a category defining a means of moving from one location to another.
NELL:stadiumoreventvenue	rdfs:comment	A building where large spectator events (usually sporting events) take place.
NELL:beach	rdfs:comment	geological landform along the shoreline of an ocean sea or lake. It usually consists of loose particles which are often composed of rock such as sand gravel shingle pebbles waves or cobblestones
NELL:room	rdfs:comment	A conceptually-distinct subspace within a building. The entire space within a building could be considered to be a room in the case of say a one-room schoolhouse.
NELL:officebuildingroom	rdfs:comment	A room designation such as would be used for rooms in an office building
NELL:geopoliticallocation	rdfs:comment	Those geopolitical entities that are location
NELL:island	rdfs:comment	any piece of land surrounded entirely by water
NELL:country	rdfs:comment	"The type ""country"" in Freebase can and should be used with a variety of topics. The most common will be probably be current and former independent nations potentially including composite entities such as empires. It can also be used for autonomous entities within such a composite such as the four current constituent countries (England Northern Ireland Scotland and Wales) of the United Kingdom.  Anything having an ISO country code qualifies as a country including contested countries like Taiwan and including territories of minor or no population."
NELL:stateorprovince	rdfs:comment	In general the top-level administrative or political subdivision within a country.
NELL:continent	rdfs:comment	A continent is a large land mass defined mostly by conventional use but closely related to tectonic plates within the earth's crust.
NELL:city	rdfs:comment	City/town/village refers to all named inhabited places at the most locally recognized level but above the level of neighborhood. It is the most local region where there is a form of government or self-organization.   Cities/towns/villages are larger than neighborhoods and are typically contained within a larger administrative division such as a county department province etc. It should be noted however that large or significant cities may themselves also function as higher-level administrative divisions.   For more information please see the Freebase wiki page on City/Town/Village.
NELL:county	rdfs:comment	Intermediate administrative region between state/province and local munincipal. This category also encompasses customary abberations such as the boroughs of the City of Greater New York being treated as logically equivalent to counties.
NELL:street	rdfs:comment	A route of travel that has a single name indicating its entirety and that could have a street address (as distinct from trail which may not feature addresses)
NELL:cave	rdfs:comment	An underground space humans or animals can enter - a cave.
NELL:zipcode	rdfs:comment	US ZIP codes. Other postal codes are not allowed
NELL:planet	rdfs:comment	is a celestial body orbiting a star or stellar remnant that is massive enough to be rounded by its own gravity is not massive enough to cause thermonuclear fusion and has cleared its neighbouring region of planetesimals
NELL:lake	rdfs:comment	A lake is a body of water surrounded entirely by land. For the purposes of this schema any such body regardless of size should be considered a lake. This includes ponds but excludes such bodies as marshes bogs fens etc.
NELL:trail	rdfs:comment	Trails for hiking walking biking or even driving.  Routes with street addresses cannot be trails.
NELL:highway	rdfs:comment	is a public road especially a major road connecting two or more destinations.
NELL:river	rdfs:comment	A river is a natural waterway usually formed by water derived from either precipitation or glacial meltwater and flows from higher ground to lower ground. Most commonly rivers flow on the surface but there are many examples of underground rivers. In some areas of highly variable rainfall some rivers carry water only occasionally and may be dry for several years at a time. Such waterways of all sizes including streams and creeks can be listed under this type.
NELL:website	rdfs:comment	A Website or (Web site) is a collection of web pages typically common to a particular domain name or subdomain on the World Wide Web on the Internet. A web page is a document typically written in HTML that is almost always accessible via HTTP a protocol that transfers information from the website's server to display in the user's Web browser.
NELL:blog	rdfs:comment	A blog (or weblog) is a user-generated website where entries are made in journal style and displayed in a reverse chronological order. Blogs often provide commentary or news on a particular subject such as food politics or local news; some function as more personal online diaries.
NELL:politicsblog	rdfs:comment	A blog substantially and charactarizably but not exclusively devoted to politics or political issues.  A general current-events blog such as might be equated with a general newspaper should not be classified as a politicsBlog although an identifyable subsection or the blog of a particular staff member could be.
NELL:url	rdfs:comment	A URL
NELL:landscapefeatures	rdfs:comment	This type captures geographical features of the Earth including landforms bodies of water underwater landforms caves and similar locations.
NELL:farm	rdfs:comment	an area of land including various structures devoted primarily to the practice of producing and managing food (produce grains or livestock) fibres and increasingly fuel.
NELL:mountain	rdfs:comment	A mountain is a landform that extends above the surrounding terrain in a limited area. A mountain is generally steeper than a hill but there is considerable overlap and usage often depends on local custom.
NELL:mountainrange	rdfs:comment	A mountain range is a group of mountains bordered by lowlands or separated from other mountain ranges by passes or rivers.
NELL:building	rdfs:comment	"A building is a man-made structure designed for shelter or for continuous or periodic occupancy. All buildings are structures and therefore typed ""Structure"" which imparts other basic properties (see /architecture/structure). If something is not a structure it can't be typed as a building.  This category does not include complexes of individual buildings."
NELL:hospital	rdfs:comment	A hospital is an institution for health care often but not always providing for longer-term patient stays.  All varieties of hospitals -- private public military etc. -- are included.
NELL:skyscraper	rdfs:comment	A very tall building
NELL:restaurant	rdfs:comment	The restaurant type represents single restaurants as well as restaurant chains.
NELL:bridge	rdfs:comment	A bridge is a structure across water valleys railway cuts areas of low elevation or other features which are difficult to cross.
NELL:hotel	rdfs:comment	This type is intended to be used for hotels bed and breakfasts backpacker hostels or any other such place you might stay while travelling
NELL:airport	rdfs:comment	A place where airplanes helicopters or other flying vehicles land and take off
NELL:placeofworship	rdfs:comment	A place of worship is a building which is used by members of a religion for worship.
NELL:shoppingmall	rdfs:comment	A shopping mall is a building or group of buildings containing many stores restaurants and businesses.
NELL:trainstation	rdfs:comment	railway station (mainly British Commonwealth) or railroad station (mainly US)) is a railway facility where trains regularly stop to load or unload passengers or freight (goods). It generally consists of a platform next to the tracks and a building (depot) providing related services such as ticket sales and waiting rooms.
NELL:retailstore	rdfs:comment	Brick & mortar retail stores and franchises. Retail means selling goods not services (e.g. prepared food)
NELL:agent	rdfs:comment	a person or business authorized to act on another's behalf; a person or thing that acts or has the power to act; a natural force or object producing or used for obtaining specific results 
NELL:animal	rdfs:comment	A collection of common-sense animals more understandable to children than biologists.  It's OK to include both general kinds of animals such as bird but also common varieties of birds such as finch and robin. (FreeBase)  As with plant any mortal action upon an animal or action on a dead animal that results in something with a new name (e.g. milking shearing slaughtering or cooking it) results in something that is no longer an animal.
NELL:invertebrate	rdfs:comment	An animal which does not have a back bone
NELL:mollusk	rdfs:comment	invertebrate having a soft unsegmented body usually enclosed in a shell
NELL:arthropod	rdfs:comment	Arthropods are members of the phylum Arthropoda.
NELL:insect	rdfs:comment	class within the arthropods that have a chitinous exoskeleton a three-part body (head thorax and abdomen) three pairs of jointed legs compound eyes and two antennae
NELL:arachnid	rdfs:comment	air-breathing arthropods characterized by simple eyes and four pairs of legs
NELL:crustacean	rdfs:comment	form a very large group of arthropods usually treated as a subphylum which includes such familiar animals as crabs lobsters crayfish shrimp krill and barnacles. Like other arthropods crustaceans have an exoskeleton which they moult to grow. They are distinguished from other groups of arthropods such as insects myriapods and chelicerates by the possession of biramous (two-parted) limbs and by the nauplius form of the larvae.
NELL:vertebrate	rdfs:comment	An animal which has a back bone
NELL:reptile	rdfs:comment	Reptiles are animals in the (Linnaean) class Reptilia. They are characterized by breathing air laying tough-shelled amniotic eggs and having skin covered in scales and/or scutes.
NELL:bird	rdfs:comment	Birds (class Aves) are winged bipedal endothermic (warm-blooded) egg-laying vertebrate animals.
NELL:fish	rdfs:comment	"A fish is any aquatic vertebrate animal that is covered with scales and equipped with two sets of paired fins and several unpaired fins. Most fish are ""cold-blooded"" or ectothermic allowing their body temperatures to vary as ambient temperatures change."
NELL:mammal	rdfs:comment	Mammals (formally Mammalia) are a class of vertebrate air-breathing animals whose females are characterized by the possession of mammary glands while both males and females are characterized by hair and/or fur three middle ear bones used in hearing and a neocortex region in the brain.
NELL:amphibian	rdfs:comment	"Amphibians (class Amphibia from Amphi- meaning ""on both sides"" and -bios meaning ""life"") such as frogs salamanders and caecilians are ectothermic (or cold-blooded) animals that metamorphose from a juvenile water-breathing form either to an adult air-breathing form or to a paedomorph that retains some juvenile characteristics."
NELL:humanagent	rdfs:comment	Those things to which we can ascribe agency that are composed of one or more humans
NELL:person	rdfs:comment	A person is a human being (man woman or child) known to have actually existed. Living persons celebrities and politicians are persons as are deceased persons.
NELL:criminal	rdfs:comment	a person who commits a crime
NELL:architect	rdfs:comment	a person who designs buildings or other structures
NELL:politician	rdfs:comment	"Any person who has held or sought a position in a government. The term ""politician"" may not be strictly accurate for some positions such as kings but we have to call it something!"
NELL:politicianus	rdfs:comment	Politicians of the U.S.A
NELL:athlete	rdfs:comment	An athlete is a person who plays a sport competitively.
NELL:male	rdfs:comment	This category includes all male human beings.
NELL:writer	rdfs:comment	A writer is a person who produces written work. This category includes book authors poets and playwrights.
NELL:professor	rdfs:comment	A faculty member at a university or college
NELL:director	rdfs:comment	Movie directors.
NELL:personbylocation	rdfs:comment	"Parent category to break up people by regional/national location which exists as a way to constrain some of the political predicates to the U.S.  For simplicity of decision-making we use ""citizenship"" as the rule for belongingness in these categories; this is probably ""good enough"" for what we want to do with the political predicates."
NELL:personaustralia	rdfs:comment	citizens of Australia
NELL:personasia	rdfs:comment	citizens of countries in Asia
NELL:personnorthamerica	rdfs:comment	citizens of countries in North America
NELL:personus	rdfs:comment	citizens of the U.S.A.
NELL:personmexico	rdfs:comment	citizens of Mexico
NELL:personcanada	rdfs:comment	citizens of Canada
NELL:personeurope	rdfs:comment	citizens of countries in Europe
NELL:personafrica	rdfs:comment	citizens of countries in Africa
NELL:personsouthamerica	rdfs:comment	citizens of countries in South America
NELL:personantarctica	rdfs:comment	Placeholder in case we change the definition of personByLocation categories such that there would be anyone to put here (there are no countries in Antarctica of which to be a citizen).
NELL:model	rdfs:comment	a person who is paid to be a fashion model
NELL:astronaut	rdfs:comment	An astronaut is a person that has flown in outer space. Not used for animals sent to space experimentally.
NELL:celebrity	rdfs:comment	A celebrity is a person who is frequently featured in the media and is recognizable by the general public.
NELL:actor	rdfs:comment	An actor is a person who performs in movies television plays or other forms of entertainment.
NELL:chef	rdfs:comment	A chef is a professional cook.
NELL:comedian	rdfs:comment	a person who makes a living by making you laugh
NELL:mlauthor	rdfs:comment	A machine learning author is a person who has published research in the field of machine learning.
NELL:scientist	rdfs:comment	A scientist is a professional who performs research to discover the rules which govern the natural world. This category includes mathematicians even though math isn't really a science.
NELL:visualartist	rdfs:comment	A visual artist creates artistic works which are mainly experienced by sight. This category includes painters sculptors and architects but excludes authors.
NELL:coach	rdfs:comment	A coach is a trainer for a sports team. He leads the team in exercises and manages the team during gameplay. This category includes assistant coaches and other trainers.
NELL:judge	rdfs:comment	a judge in a court of law
NELL:monarch	rdfs:comment	A monarch is a person who heads a monarchy such as a king or queen
NELL:female	rdfs:comment	This category includes all female human beings.
NELL:musician	rdfs:comment	A musician is a person who sings or plays a musical instrument as part of a musical act.
NELL:ceo	rdfs:comment	A CEO is the chief executive officer of a company.
NELL:journalist	rdfs:comment	Journalists are professionals who work in journalism. They collect and report news.
NELL:organization	rdfs:comment	An organization is an organized body of members or people with a particular purpose; in the Freebase context a organization doesn't have a business association like a company.  Companies have their own type in the business domain located here.  In addition many types of organizations have their own more specialized co-types that give them additional properties.
NELL:nonprofitorganization	rdfs:comment	A non-profit organization is a legally-constituted organization that does not make a profit from its operations.
NELL:musicartist	rdfs:comment	An individual or a group that performs or makes music. Musical artists should typically have performed in front of an audience on a regular basis or have recorded musical tracks or musical albums. (FreeBase)
NELL:tradeunion	rdfs:comment	A trade union (aka labor union) is an organization which represents workers in a certain industry or profession.
NELL:sportsteam	rdfs:comment	A sports team is a group of athletes who play a sport together competitively
NELL:professionalorganization	rdfs:comment	A professional organization is an organization of people who work in a particular field.
NELL:school	rdfs:comment	A school is an organization whose primary function is education. This category includes universities K-12 schools and trade schools.
NELL:university	rdfs:comment	A university is a post-high school educational institution. This category includes colleges and technical schools.
NELL:highschool	rdfs:comment	Schools whose graduates would go directly on to universities vocational schools or other higher education.  No particular limit on age of incoming students.
NELL:geopoliticalorganization	rdfs:comment	Those geopolitical entities that are organizations
NELL:politicsgroup	rdfs:comment	Organizations which may or may not be part of the government that act in the arenas of politics or government.
NELL:governmentorganization	rdfs:comment	A government is the organization or agency through which a political unit exercises its authority 
NELL:nongovorganization	rdfs:comment	Politically-active or governmentally-active organizations that are not part of the government including but not limited to some NGOs
NELL:politicalparty	rdfs:comment	organized political group that primarily aims for the attainment of political power and public office for its designated members.
NELL:terroristorganization	rdfs:comment	an organization that is involved in terrorist activities.
NELL:sportsleague	rdfs:comment	A sports league is an association of teams that compete with each other in a sport. Sports leagues include conferences and divisions of other sports leagues.
NELL:company	rdfs:comment	A company is an organization whose goal is to make money
NELL:automobilemaker	rdfs:comment	A company that manufactures motor-powered vehicles (eg. cars motorcycles buses trucks and motorized bikes)
NELL:winery	rdfs:comment	Companies that produce and sell wines
NELL:biotechcompany	rdfs:comment	A company in a biotechnology field including pharmaceutical companies.
NELL:petroleumrefiningcompany	rdfs:comment	a company in the petroleum sector
NELL:mediacompany	rdfs:comment	Any company that deals in the production or marketing of media goods (film audio literature journalistic etc.)
NELL:magazine	rdfs:comment	A magazine is a periodical bound typically published less frequently than daily. This includes electronic magazines. For lack of a better definitional boundary this therefore includes any periodical that is not instead a newspaper.
NELL:newspaper	rdfs:comment	A newspaper is a periodical which is printed in a specific format (i.e. on newsprint) describes recent events and is typically published daily.
NELL:televisionstation	rdfs:comment	A television station is a broadcaster which transmits television (audio & video).
NELL:recordlabel	rdfs:comment	A record label is a company that releases music albums.
NELL:televisionnetwork	rdfs:comment	Category for different types of TV networks (currently closed-world limited to major American networks)
NELL:radiostation	rdfs:comment	A radio station is a broadcaster which transmits audio. This category includes broadcast radio satellite radio and internet radio stations.
NELL:bank	rdfs:comment	Umbrella category for all kinds of banks
NELL:creditunion	rdfs:comment	Banks that are credit unions
NELL:oilgasfield	rdfs:comment	An field from which oil or natural gas are extracted.
NELL:item	rdfs:comment	Any tangible thing that does not have the power to act (agency)
NELL:weapon	rdfs:comment	A weapon is any tool used for fighting
NELL:fungus	rdfs:comment	Member of kingom fungi.
NELL:tool	rdfs:comment	none
NELL:product	rdfs:comment	none
NELL:automobileengine	rdfs:comment	The engine type is to be used to classify specific powerplants used in an automobile. These may be year-specific but more frequently they often span multiple years models makes and generations.
NELL:drug	rdfs:comment	A drug is a chemical substance that has or is reputed to have a phyisological effect on an organism. Medicinal herbal and illegal drugs can be included in this type.
NELL:personalcareitem	rdfs:comment	Items used by people to care for their bodies or to maintain a certain appearance. Could also be called toiletries.
NELL:vehicle	rdfs:comment	Any vessel or other conveyance machine used for purposes of travel. Apparel and other personal affects e.g. shoes or walking sticks do not count.
NELL:automobilemodel	rdfs:comment	A model is a specific car carried under a make.
NELL:software	rdfs:comment	software that runs on a computer.
NELL:videogame	rdfs:comment	A video game is a piece of interactive software used primarily for entertainment including computer games console games arcade games and hand-held games. However this category excludes video game consoles.
NELL:mlsoftware	rdfs:comment	A software package that offers machine learning functionality
NELL:clothing	rdfs:comment	This type is for kinds of garments or clothing. For lack of a meaningful way to constrain this category through definition or existent sibling categories particularly when it comes to adorning the body for purposes of fashion (e.g. jewlery colored contact lenses costumery) or of utility (e.g. armor kneepads or other sports equipment corrective lenses) this will include anything wearable.
NELL:food	rdfs:comment	"A food is any edible substance with nutritional value whether it's a basic foodstuff like rice or apples or a commercial product like Poptarts or I Can't Believe It's Not Butter.  ""Nutritional value"" encompasses anything useful for growth or life such as water so long as the organism gets it through ingestion."
NELL:meat	rdfs:comment	A type of animal flesh that is used as food. (Wikipedia)
NELL:condiment	rdfs:comment	A sauce or seasoning added to food to impart a particular flavor or to complement the dish. (Wikipedia)
NELL:fruit	rdfs:comment	A structure of a plant that contains its seeds. This is closer to the botanical definition than the cullinary / colloquial definition but is technically niether.
NELL:nut	rdfs:comment	hard-shelled fruit of some plants having an indehiscent seed.
NELL:legume	rdfs:comment	plant in the family Fabaceae (or Leguminosae) or a fruit of these specific plants. A legume fruit is a simple dry fruit that develops from a simple carpel and usually dehisces (opens along a seam) on two sides.
NELL:grain	rdfs:comment	dry seed-like fruit produced by the cereal grasses: e.g. wheat barley Indian corn
NELL:candy	rdfs:comment	"A food which is made primarily of sugar and generally sold for wide distribution. This would include many dessert items like pie and cake that might not be strictly ""candy"" per se."
NELL:vegetable	rdfs:comment	An edible plant or part of a plant other than a sweet fruit or seed. This usually means the leaf stem or root of a plant.  This is meant to dovetail with the more botanical definition we have of fruit and to not allow cullinary / colloquial vegetables that qualify for membership in our fruit category.  Mushrooms are not vegetables.
NELL:beverage	rdfs:comment	A liquid meant for human consumption
NELL:wine	rdfs:comment	Types of wines or specific vintanges of particular wineries
NELL:bakedgood	rdfs:comment	A food which is made through baking in an oven
NELL:cheese	rdfs:comment	Any cheese
NELL:plant	rdfs:comment	Member of kingdom plantae. A seed is considered to be a plant because it has been fertilized although the larger structure of a fruit which merely contains a seed is not itself a plant.  A picked flower such as a product sold as such is not a plant because it is something that has a new name as a result of a mortal action on a plant.
NELL:refineryproduct	rdfs:comment	a product derived from a petroleum refinery
NELL:sportsequipment	rdfs:comment	Anything which is used to play a sport
NELL:musicinstrument	rdfs:comment	A Musical instrument is a device constructed or modified with the purpose of making music. In principle anything that produces sound and can somehow be controlled by a musician can serve as a musical instrument. (See e.g. the hardart.)
NELL:consumerelectronicitem	rdfs:comment	An item intended for ordinary people that runs on electricity excluding appliances. This category includes accessories for consumer electronic items such as video games and DVDs.
NELL:videogamesystem	rdfs:comment	includes any form of electronic game device from handheld units as small as a phone to large powerful computer systems and even arcade coin-operated systems.
NELL:bodypart	rdfs:comment	Refers to any part of the human body. It can be either visible to the naked eye (gross anatomical structure) or microscopic.
NELL:muscle	rdfs:comment	A muscle is a contractile form of tissue which animals use to effect movement.
NELL:vein	rdfs:comment	A vein is a blood vessel that carries blood toward the heart.
NELL:bone	rdfs:comment	a bone or bone structure in a vertebrate
NELL:nerve	rdfs:comment	a single nerve cell or bundle of nerve cells
NELL:artery	rdfs:comment	Arteries are muscular blood vessels that carry blood away from the heart.
NELL:lymphnode	rdfs:comment	a lymph node in the body
NELL:braintissue	rdfs:comment	any subregion of the brain but not including single nerves
NELL:officeitem	rdfs:comment	Items usually found in an office that are used for clerical or intellectual work.
NELL:agriculturalproduct	rdfs:comment	a living thing (or something derived therefrom) which is specifically cultivated and produced to sustain or enrich life
NELL:householditem	rdfs:comment	Any item that could reasonably be found in or about a residence.
NELL:furniture	rdfs:comment	"Any functional or decorative mobile object with which a dwelling might be said to be ""furnished"" or any immobile variant of the same (such as an oven built into a wall)."
NELL:flooritem	rdfs:comment	Any item that is commonly found on the floor
NELL:bathroomitem	rdfs:comment	Any item that is commonly found in a bathroom or restroom.
NELL:hallwayitem	rdfs:comment	Any item that is commonly found in a hallway.
NELL:bedroomitem	rdfs:comment	Any item that is commonly found in a bedroom.
NELL:tableitem	rdfs:comment	Any item that is commonly found on a table.
NELL:kitchenitem	rdfs:comment	Any item that might be found in a commercial or residential kitchen that is used for cullinary purposes or in pursuit of the same (e.g. a cupboard).
NELL:wallitem	rdfs:comment	Any item that is commonly found on a wall
NELL:mediatype	rdfs:comment	the means of communication as radio and television newspapers and magazines that reach or influence people widely 
NELL:buildingfeature	rdfs:comment	Any physical property or physical attribute that a building might have.
NELL:visualizablething	rdfs:comment	something which can be recognized visually
NELL:visualizableattribute	rdfs:comment	a visual attribute (for NEIL)
NELL:color	rdfs:comment	Color (or colour) is the visual perceptual property corresponding in humans to the categories called red yellow white etc.
NELL:geometricshape	rdfs:comment	geometrical information that remains when location scale and rotational effects are filtered out from an object 
NELL:visualizablescene	rdfs:comment	a visual scene (for NEIL's scene classifiers)
NELL:visualizableobject	rdfs:comment	a visual object (for NEIL)
NELL:abstractthing	rdfs:comment	thought quality characteristic apart from concrete realities specific objects or actual instances; theoretical not applied or practical 
NELL:protein	rdfs:comment	Proteins are any complex organic compounds that consist of one or more chains of amino acids. Proteins are typically essential components of any living cell and indispensable to the proper functioning of all organisms.
NELL:hobby	rdfs:comment	A hobby is an activity undertaken for pleasure in one's spare time. Some hobbies exist primarily as hobbies while others might be practiced professionally by some people but as hobbies by others.  This can include sport activities.
NELL:time	rdfs:comment	a specific time
NELL:species	rdfs:comment	is one of the basic units of biological classification and a taxonomic rank. A species is often defined as a group of organisms capable of interbreeding and producing fertile offspring.
NELL:virus	rdfs:comment	A small infectious agent that replicates only inside the living cells of other organisms
NELL:bacteria	rdfs:comment	single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission;
NELL:archaea	rdfs:comment	single-celled organisms lacking nuclei formerly called archaebacteria but now known to differ fundamentally from bacteria
NELL:profession	rdfs:comment	The career or job which a person performs for most of their working life or for which they are best known (FreeBase)
NELL:jobposition	rdfs:comment	"Positions are job titles or named roles within an organization. Examples include ""CEO"" ""President"" ""mayor"" ""vice president for research"" ""sergeant"" etc. They do not include generic activities or career terms like ""pianist"" ""researcher"" ""scientist"" etc."
NELL:religion	rdfs:comment	Religious sects denominations and (meta-)organizations. NOT church buildings or individual chapters/institutions.
NELL:chemical	rdfs:comment	A chemical compound is a molecular substance consisting of multiple atoms which are bonded together by a chemical reaction. This type can be used for compounds made of the same element (e.g. allotropes) or multiple different elements. Compounds are different from chemical mixtures because mixtures can be mixed and separated physically without a reaction; The elements of the periodic table
NELL:date	rdfs:comment	a particular month day and year at which some event happened or will happen; the time or period to which any event or thing belongs; period in general 
NELL:year	rdfs:comment	Four-digit years
NELL:month	rdfs:comment	Twelve months of the year.
NELL:dateliteral	rdfs:comment	represents a date.
NELL:dayofweek	rdfs:comment	Seven named days of the week
NELL:victim	rdfs:comment	a victim of an event could be a person or a group of person like childrens students soldiers drivers etc
NELL:game	rdfs:comment	General parent category for more specific kinds of games
NELL:sportsgame	rdfs:comment	A sports game is a particular instance of a sporting event where teams or athletes compete. This could be a series of matches if the competitors remain the same but this does not extend to something like a tournament or season where the series of matches draws on different combinations from a set of teams.
NELL:traditionalgame	rdfs:comment	Includes all non-sports non-electronic games including board games parlor games and card games.
